Case_ID,Activity,Order,Machine_Elec,kW,duration,Machine_Steam,Machine_LPG,Machine_Diesel,Machine_Gasoline,Machine_Kerosene,Heat,Waste,Worker,carbon_reduction_device,kWh
708.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
708.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
708.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
708.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
708.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
708.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
708.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
708.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
708.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
709.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
709.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
709.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
709.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
709.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
709.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
709.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
709.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
709.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
709.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
710.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
710.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
710.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
710.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
710.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
710.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
710.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
710.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
710.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
710.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
711.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
711.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
711.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
711.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
711.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
711.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
711.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
711.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
711.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
711.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
712.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
712.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
712.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
712.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
712.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
712.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
712.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
712.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
712.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
712.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
713.0,Base Mixer (MachineA.3),0.0,MachineA.3,30,10.0,,,,,Boiler.1,8,9,1,238,
713.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
713.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
713.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
713.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
713.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
713.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
713.0,Coating (MachineH.2),7.0,MachineH.2,25,40.00000001,,Dryer.3,,,,9,8,4,241,
713.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
713.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
714.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
714.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
714.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
714.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
714.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
714.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
714.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
714.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
714.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
714.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
715.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
715.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
715.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
715.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
715.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
715.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
715.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
715.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
715.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
715.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
716.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
716.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
716.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
716.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
716.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
716.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
716.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
716.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
716.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
716.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
717.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
717.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
717.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
717.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
717.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
717.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
717.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
717.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
717.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
717.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
718.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
718.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
718.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
718.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
718.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
718.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
718.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
718.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
718.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
718.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
719.0,Base Mixer (MachineA.3),0.0,MachineA.3,30,10.0,,,,,Boiler.1,8,9,1,238,
719.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
719.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
719.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
719.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
719.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
719.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
719.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
719.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
719.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
720.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
720.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
720.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
720.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
720.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
720.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
720.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
720.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
720.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
720.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
721.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
721.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
721.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
721.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
721.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
721.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
721.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
721.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
721.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
721.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
722.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
722.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
722.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
722.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
722.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
722.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
722.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
722.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
722.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
722.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
723.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
723.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
723.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
723.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
723.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
723.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
723.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
723.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
723.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
723.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
724.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
724.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
724.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
724.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
724.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
724.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
724.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
724.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
724.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
724.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
725.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
725.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
725.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
725.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
725.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
725.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
725.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
725.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
725.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
725.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
726.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
726.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
726.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
726.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
726.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
726.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
726.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
726.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
726.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
726.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
727.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
727.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
727.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
727.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
727.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
727.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
727.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
727.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
727.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
727.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
728.0,Base Mixer (MachineA.3),0.0,MachineA.3,30,10.0,,,,,Boiler.1,8,9,1,238,
728.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
728.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
728.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
728.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
728.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
728.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
728.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
728.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
728.0,Cutting (MachineJ.1),9.0,MachineJ.1,10,15.0,Cleaner.1,,,,,5,5,1,211,
729.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
729.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
729.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
729.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
729.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
729.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
729.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
729.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
729.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
729.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
730.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
730.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
730.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
730.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
730.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
730.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
730.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
730.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
730.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
730.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
731.0,Base Mixer (MachineA.2),0.0,MachineA.2,25,10.0,,,,,Boiler.1,5,6,4,205,
731.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
731.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
731.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
731.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
731.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
731.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
731.0,Coating (MachineH.3),7.0,MachineH.3,35,30.0,,Dryer.4,,,,7,8,1,257,30.0
731.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
731.0,Cutting (MachineJ.3),9.0,MachineJ.3,15,25.0,Cleaner.3,,,,,6,6,1,282,
732.0,Base Mixer (MachineA.1),0.0,MachineA.1,20,9.999999999,,,,,Boiler.1,9,5,2,253,
732.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
732.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
732.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
732.0,Compound (MachineE.2),4.0,MachineE.2,46,20.0,,Dryer.1,,,,7,7,4,258,40.0
732.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
732.0,Extruder (MachineG.1),6.0,MachineG.1,15,20.0,,,,,,5,5,4,201,
732.0,Coating (MachineH.1),7.0,MachineH.1,25,40.00000001,,Dryer.2,,,,5,6,3,265,
732.0,Cooling zone (MachineI.1),8.0,MachineI.1,50,45.0,,,,,,6,8,3,235,40.0
732.0,Cutting (MachineJ.2),9.0,MachineJ.2,10,20.0,Cleaner.2,,,,,6,6,1,246,
733.0,Base Mixer (MachineA.3),0.0,MachineA.3,30,10.0,,,,,Boiler.1,8,9,1,238,
733.0,Weighing (MachineB.1),1.0,MachineB.1,25,4.999999999,,,Lift.1,,,8,8,4,217,
733.0,Inter Mixer (MachineC.1),2.0,MachineC.1,25,15.0,,Boiler.2,,,,8,5,3,279,
733.0,Dumping & Mixing Mil (MachineD.1),3.0,MachineD.1,25,10.0,,Boiler.3,,,,6,8,1,204,
733.0,Compound (MachineE.1),4.0,MachineE.1,40,30.0,,Dryer.1,,,,8,5,4,242,
733.0,Loading (MachineF.1),5.0,MachineF.1,35,9.999999999,,,Lift.2,,,9,8,3,231,
